# Seconds of Week            X-ECEF            Y-ECEF            Z-ECEF        VX        VY        VZ     Pitch      Roll       Yaw      GyroBiasX      GyroBiasY      GyroBiasZ      AcceBiasX      AcceBiasY      AcceBiasZ         
#             (s)               (m)               (m)               (m)     (m/s)     (m/s)     (m/s)     (deg)     (deg)     (deg)        (deg/h)        (deg/h)        (deg/h)           (mg)           (mg)           (mg)
     359045.302500      -2267538.470       5008940.859       3221757.442     0.124     2.314    -3.493    0.7702    0.3144 -161.5576         0.9312        -4.3442         2.8175        -0.1668         2.8738         1.5528
     359045.402500      -2267538.454       5008941.090       3221757.093     0.185     2.326    -3.491    0.7625    0.3640 -161.5145         0.9313        -4.3442         2.8175        -0.1668         2.8738         1.5528
     359045.502500      -2267538.437       5008941.322       3221756.743     0.161     2.313    -3.517    0.7544    0.4164 -161.5058         0.9312        -4.3442         2.8177        -0.1668         2.8739         1.5528
     359045.602500      -2267538.421       5008941.553       3221756.391     0.162     2.324    -3.516    0.7080    0.4354 -161.5117         0.9316        -4.3437         2.8193        -0.1668         2.8738         1.5528
     359045.702500      -2267538.407       5008941.787       3221756.038     0.118     2.336    -3.546    0.6361    0.4192 -161.5297         0.9317        -4.3434         2.8205        -0.1668         2.8740         1.5528
     359045.802500      -2267538.394       5008942.020       3221755.682     0.127     2.340    -3.566    0.5511    0.3568 -161.5630         0.9318        -4.3432         2.8213        -0.1668         2.8739         1.5528
     359045.902500      -2267538.382       5008942.254       3221755.325     0.133     2.341    -3.566    0.4752    0.3224 -161.6048         0.9318        -4.3425         2.8235        -0.1668         2.8740         1.5528
     359046.002500      -2267538.375       5008942.465       3221754.944     0.139     2.345    -3.580    0.4322    0.2471 -161.6430         0.9244        -4.3355         2.8252        -0.1670         2.8772         1.5538
     359046.102500      -2267538.360       5008942.699       3221754.584     0.144     2.341    -3.593    0.3724    0.2909 -161.6584         0.9248        -4.3330         2.8403        -0.1670         2.8771         1.5538
     359046.202500      -2267538.346       5008942.933       3221754.224     0.145     2.339    -3.603    0.3613    0.2661 -161.6895         0.9248        -4.3330         2.8403        -0.1670         2.8771         1.5538
     359046.302500      -2267538.331       5008943.168       3221753.864     0.138     2.348    -3.628    0.3602    0.3056 -161.7350         0.9246        -4.3330         2.8404        -0.1670         2.8772         1.5538
     359046.402500      -2267538.319       5008943.401       3221753.500     0.118     2.329    -3.646    0.3718    0.2078 -161.7699         0.9246        -4.3330         2.8404        -0.1670         2.8772         1.5538
     359046.502500      -2267538.307       5008943.635       3221753.135     0.123     2.344    -3.651    0.4004    0.1747 -161.7751         0.9247        -4.3328         2.8409        -0.1670         2.8772         1.5538
     359046.602500      -2267538.295       5008943.871       3221752.769     0.129     2.369    -3.659    0.4202    0.1456 -161.7994         0.9245        -4.3326         2.8427        -0.1670         2.8773         1.5537
     359046.702500      -2267538.281       5008944.108       3221752.403     0.151     2.374    -3.664    0.4334    0.1588 -161.8465         0.9245        -4.3326         2.8429        -0.1670         2.8773         1.5537
     359046.802500      -2267538.267       5008944.345       3221752.037     0.130     2.383    -3.667    0.4571    0.1670 -161.8996         0.9245        -4.3326         2.8433        -0.1670         2.8773         1.5537
     359046.902500      -2267538.256       5008944.585       3221751.670     0.108     2.370    -3.684    0.4533    0.1778 -161.9237         0.9241        -4.3263         2.8688        -0.1670         2.8779         1.5536
     359047.002500      -2267538.271       5008944.823       3221751.250     0.096     2.383    -3.717    0.4365    0.0648 -161.9527         1.0074        -4.2748         2.8558        -0.1651         2.8800         1.5538
     359047.102500      -2267538.261       5008945.062       3221750.880     0.118     2.384    -3.702    0.4174    0.0635 -162.0041         1.0066        -4.2750         2.8564        -0.1651         2.8803         1.5537
     359047.202500      -2267538.250       5008945.302       3221750.510     0.123     2.393    -3.697    0.3869    0.0942 -162.0668         1.0066        -4.2743         2.8597        -0.1651         2.8803         1.5537
     359047.302500      -2267538.239       5008945.542       3221750.141     0.105     2.391    -3.695    0.3926    0.1215 -162.1140         1.0057        -4.2747         2.8613        -0.1651         2.8808         1.5536
     359047.402500      -2267538.229       5008945.781       3221749.773     0.089     2.379    -3.688    0.3609    0.1312 -162.1424         1.0051        -4.2751         2.8594        -0.1651         2.8808         1.5536
     359047.502500      -2267538.221       5008946.019       3221749.406     0.078     2.358    -3.671    0.3531    0.1061 -162.1844         1.0034        -4.2755         2.8582        -0.1651         2.8811         1.5535
     359047.602500      -2267538.214       5008946.253       3221749.038     0.095     2.337    -3.673    0.3786    0.0321 -162.2397         1.0031        -4.2753         2.8586        -0.1651         2.8812         1.5535
     359047.702500      -2267538.205       5008946.488       3221748.673     0.082     2.341    -3.647    0.4043    0.0592 -162.2792         1.0024        -4.2753         2.8588        -0.1651         2.8813         1.5534
     359047.802500      -2267538.197       5008946.721       3221748.309     0.081     2.339    -3.630    0.4321    0.0417 -162.3346         1.0024        -4.2753         2.8588        -0.1651         2.8813         1.5534
     359047.902500      -2267538.190       5008946.956       3221747.947     0.069     2.336    -3.636    0.4044    0.0424 -162.3829         1.0016        -4.2744         2.8629        -0.1651         2.8816         1.5533
     359048.002500      -2267538.184       5008947.188       3221747.584     0.064     2.319    -3.631    0.3298   -0.0124 -162.4264         1.0014        -4.2741         2.8642        -0.1651         2.8816         1.5533
     359048.102500      -2267538.179       5008947.420       3221747.222     0.049     2.307    -3.611    0.2549   -0.0544 -162.4636         1.0010        -4.2744         2.8640        -0.1651         2.8818         1.5532
     359048.202500      -2267538.173       5008947.651       3221746.863     0.065     2.302    -3.572    0.2185   -0.0806 -162.5152         1.0008        -4.2758         2.8611        -0.1651         2.8820         1.5532
     359048.302500      -2267538.168       5008947.880       3221746.506     0.049     2.293    -3.562    0.2370   -0.0876 -162.5702         1.0009        -4.2745         2.8642        -0.1651         2.8821         1.5531
     359048.402500      -2267538.164       5008948.110       3221746.152     0.030     2.275    -3.540    0.2405   -0.1391 -162.6120         1.0002        -4.2771         2.8593        -0.1651         2.8823         1.5530
     359048.502500      -2267538.159       5008948.338       3221745.799     0.050     2.264    -3.537    0.2111   -0.1160 -162.6408         1.0000        -4.2799         2.8547        -0.1651         2.8825         1.5530
     359048.602500      -2267538.154       5008948.567       3221745.450     0.048     2.217    -3.524    0.2525   -0.1342 -162.6767         1.0013        -4.2884         2.8386        -0.1652         2.8833         1.5526
     359048.702500      -2267538.149       5008948.790       3221745.100     0.073     2.209    -3.495    0.3607   -0.1195 -162.7206         1.0012        -4.2890         2.8385        -0.1652         2.8837         1.5525
     359048.802500      -2267538.144       5008949.013       3221744.753     0.054     2.223    -3.469    0.4476   -0.0755 -162.7618         0.9999        -4.2882         2.8403        -0.1652         2.8839         1.5524
     359048.902500      -2267538.140       5008949.238       3221744.409     0.024     2.215    -3.463    0.4812   -0.0499 -162.7879         0.9959        -4.2885         2.8401        -0.1652         2.8843         1.5522
     359049.002500      -2267538.140       5008949.468       3221744.069     0.016     2.211    -3.433    0.4994   -0.1110 -162.7859         1.0016        -4.2956         2.8336        -0.1653         2.8855         1.5516
     359049.102500      -2267538.139       5008949.689       3221743.727     0.020     2.192    -3.418    0.5766   -0.1578 -162.7526         1.0009        -4.2951         2.8346        -0.1653         2.8856         1.5516
     359049.202500      -2267538.135       5008949.908       3221743.386     0.054     2.184    -3.408    0.6059   -0.1645 -162.7296         1.0008        -4.2950         2.8349        -0.1653         2.8857         1.5516
     359049.302500      -2267538.129       5008950.127       3221743.046     0.055     2.189    -3.390    0.5951   -0.1285 -162.7257         1.0007        -4.2949         2.8351        -0.1653         2.8857         1.5516
     359049.402500      -2267538.125       5008950.345       3221742.708     0.047     2.174    -3.373    0.5415   -0.1041 -162.7137         0.9992        -4.2915         2.8413        -0.1653         2.8857         1.5516
     359049.502500      -2267538.121       5008950.562       3221742.372     0.041     2.170    -3.343    0.5220   -0.0994 -162.6781         0.9992        -4.2912         2.8417        -0.1653         2.8857         1.5516
     359049.602500      -2267538.117       5008950.778       3221742.039     0.026     2.152    -3.318    0.5438   -0.1302 -162.6123         0.9988        -4.2919         2.8407        -0.1653         2.8857         1.5515
     359049.702500      -2267538.117       5008950.996       3221741.708     0.020     2.160    -3.310    0.5313   -0.1794 -162.5328         1.0004        -4.2905         2.8449        -0.1654         2.8860         1.5514
     359049.802500      -2267538.115       5008951.211       3221741.378     0.050     2.134    -3.289    0.4734   -0.2192 -162.4728         1.0001        -4.2868         2.8512        -0.1654         2.8861         1.5514
     359049.902500      -2267538.106       5008951.425       3221741.051     0.068     2.115    -3.269    0.4739   -0.1818 -162.3973         1.0002        -4.2923         2.8433        -0.1654         2.8862         1.5513
     359050.002500      -2267538.098       5008951.640       3221740.729     0.070     2.089    -3.242    0.4972   -0.1769 -162.2942         1.0018        -4.2999         2.8338        -0.1654         2.8866         1.5511
     359050.102500      -2267538.090       5008951.850       3221740.408     0.075     2.092    -3.216    0.5624   -0.1602 -162.1795         1.0017        -4.3039         2.8291        -0.1655         2.8868         1.5510
     359050.202500      -2267538.084       5008952.060       3221740.087     0.049     2.090    -3.200    0.6065   -0.2143 -162.0824         1.0017        -4.3039         2.8291        -0.1655         2.8868         1.5510
     359050.302500      -2267538.076       5008952.277       3221739.774     0.054     2.095    -3.186    0.6254   -0.2803 -161.9838         1.0033        -4.3179         2.8130        -0.1656         2.8875         1.5507
     359050.402500      -2267538.070       5008952.485       3221739.455     0.073     2.067    -3.175    0.6016   -0.3706 -161.8673         1.0035        -4.3178         2.8131        -0.1656         2.8875         1.5507
     359050.502500      -2267538.058       5008952.693       3221739.142     0.118     2.061    -3.130    0.6127   -0.3480 -161.7372         1.0036        -4.3241         2.8053        -0.1656         2.8876         1.5506
     359050.602500      -2267538.045       5008952.899       3221738.830     0.136     2.049    -3.113    0.6374   -0.2677 -161.6109         1.0034        -4.3241         2.8055        -0.1656         2.8876         1.5506
     359050.702500      -2267538.027       5008953.110       3221738.525     0.126     2.055    -3.095    0.6679   -0.2189 -161.4782         1.0023        -4.3382         2.7910        -0.1656         2.8879         1.5504
     359050.802500      -2267538.014       5008953.318       3221738.217     0.117     2.050    -3.076    0.6517   -0.1782 -161.3590         1.0040        -4.3412         2.7881        -0.1656         2.8881         1.5503
     359050.902500      -2267537.999       5008953.528       3221737.916     0.113     2.045    -3.052    0.6320   -0.2031 -161.2402         1.0032        -4.3526         2.7772        -0.1657         2.8885         1.5501
     359051.002500      -2267537.987       5008953.729       3221737.610     0.127     2.032    -3.029    0.6079   -0.1893 -161.1114         1.0024        -4.3494         2.7808        -0.1657         2.8883         1.5502
     359051.102500      -2267537.971       5008953.934       3221737.312     0.128     1.997    -3.012    0.6536   -0.2390 -160.9886         1.0014        -4.3599         2.7700        -0.1657         2.8885         1.5501
     359051.202500      -2267537.954       5008954.137       3221737.014     0.144     1.999    -2.988    0.6958   -0.2329 -160.8847         1.0025        -4.3663         2.7642        -0.1658         2.8887         1.5500
     359051.302500      -2267537.931       5008954.344       3221736.723     0.181     2.007    -2.968    0.7108   -0.1684 -160.7851         1.0024        -4.3824         2.7491        -0.1659         2.8891         1.5497
     359051.402500      -2267537.909       5008954.548       3221736.428     0.175     2.000    -2.965    0.6631   -0.1292 -160.6718         1.0050        -4.3915         2.7406        -0.1659         2.8893         1.5496
     359051.502500      -2267537.889       5008954.747       3221736.134     0.188     1.985    -2.929    0.6196   -0.0605 -160.5447         1.0049        -4.3954         2.7382        -0.1659         2.8893         1.5496
     359051.602500      -2267537.868       5008954.947       3221735.844     0.174     1.976    -2.904    0.6501    0.0199 -160.4592         1.0044        -4.3995         2.7351        -0.1659         2.8893         1.5496
     359051.702500      -2267537.850       5008955.146       3221735.556     0.197     1.975    -2.901    0.6575    0.0483 -160.3860         1.0032        -4.4012         2.7338        -0.1659         2.8895         1.5495
     359051.802500      -2267537.831       5008955.342       3221735.267     0.176     1.958    -2.891    0.6085    0.0834 -160.2783         1.0031        -4.4011         2.7339        -0.1659         2.8895         1.5495
     359051.902500      -2267537.809       5008955.539       3221734.981     0.180     1.942    -2.870    0.5725    0.0624 -160.1648         1.0034        -4.4089         2.7275        -0.1659         2.8895         1.5495
     359052.002500      -2267537.794       5008955.731       3221734.692     0.177     1.941    -2.849    0.5535    0.0589 -160.0576         1.0048        -4.4036         2.7326        -0.1659         2.8894         1.5496
     359052.102500      -2267537.775       5008955.922       3221734.407     0.190     1.922    -2.836    0.5500    0.0462 -159.9684         1.0046        -4.4033         2.7331        -0.1659         2.8893         1.5497
     359052.202500      -2267537.755       5008956.113       3221734.125     0.204     1.904    -2.813    0.5996    0.0411 -159.8887         1.0044        -4.4036         2.7329        -0.1659         2.8893         1.5497
     359052.302500      -2267537.733       5008956.309       3221733.848     0.223     1.921    -2.788    0.6321    0.1320 -159.8107         1.0041        -4.4071         2.7316        -0.1659         2.8896         1.5495
     359052.402500      -2267537.720       5008956.502       3221733.566     0.204     1.915    -2.772    0.6282    0.2082 -159.7229         1.0079        -4.3961         2.7402        -0.1659         2.8897         1.5494
     359052.502500      -2267537.695       5008956.698       3221733.295     0.216     1.879    -2.764    0.6469    0.2657 -159.6405         1.0069        -4.4042         2.7367        -0.1660         2.8900         1.5492
     359052.602500      -2267537.675       5008956.885       3221733.019     0.215     1.867    -2.753    0.7147    0.2653 -159.5972         1.0066        -4.4044         2.7367        -0.1660         2.8900         1.5492
     359052.702500      -2267537.653       5008957.076       3221732.750     0.199     1.865    -2.735    0.8069    0.2978 -159.5394         1.0052        -4.4086         2.7359        -0.1661         2.8902         1.5490
     359052.802500      -2267537.634       5008957.263       3221732.477     0.216     1.885    -2.748    0.8687    0.2968 -159.4862         1.0038        -4.4070         2.7361        -0.1661         2.8902         1.5490
     359052.902500      -2267537.612       5008957.455       3221732.203     0.218     1.896    -2.776    0.9059    0.3331 -159.4703         1.0038        -4.4085         2.7361        -0.1661         2.8904         1.5488
     359053.002500      -2267537.527       5008957.589       3221731.970     0.220     1.913    -2.804    0.9658    0.3099 -159.4508         0.9359        -4.4598         2.8544        -0.1660         2.8943         1.5499
     359053.102500      -2267537.506       5008957.784       3221731.692     0.259     1.961    -2.829    0.9724    0.4387 -159.4173         0.9329        -4.4554         2.8636        -0.1660         2.8947         1.5498
     359053.202500      -2267537.478       5008957.983       3221731.409     0.265     2.002    -2.877    0.9410    0.5705 -159.3904         0.9314        -4.4578         2.8634        -0.1660         2.8947         1.5497
     359053.302500      -2267537.458       5008958.186       3221731.128     0.227     2.009    -2.920    0.9153    0.5783 -159.3668         0.9258        -4.4549         2.8746        -0.1661         2.8953         1.5494
     359053.402500      -2267537.438       5008958.388       3221730.834     0.201     2.029    -2.954    0.9380    0.4871 -159.3567         0.9257        -4.4555         2.8758        -0.1661         2.8953         1.5494
     359053.502500      -2267537.418       5008958.595       3221730.537     0.220     2.081    -2.990    0.9403    0.4180 -159.3859         0.9258        -4.4537         2.8781        -0.1661         2.8954         1.5493
     359053.602500      -2267537.394       5008958.804       3221730.236     0.245     2.087    -3.038    0.9127    0.4063 -159.3716         0.9257        -4.4540         2.8787        -0.1661         2.8955         1.5493
     359053.702500      -2267537.372       5008959.017       3221729.935     0.264     2.099    -3.075    0.9283    0.3980 -159.3272         0.9258        -4.4540         2.8869        -0.1663         2.8960         1.5491
     359053.802500      -2267537.347       5008959.230       3221729.628     0.313     2.137    -3.099    0.9434    0.4940 -159.3144         0.9262        -4.4515         2.8912        -0.1663         2.8961         1.5490
     359053.902500      -2267537.319       5008959.448       3221729.321     0.305     2.165    -3.133    0.9275    0.6159 -159.3379         0.9250        -4.4501         2.8963        -0.1664         2.8964         1.5488
     359054.002500      -2267537.270       5008959.620       3221729.070     0.278     2.174    -3.160    0.9342    0.6887 -159.3180         0.8388        -4.4727         2.9412        -0.1658         2.8980         1.5491
     359054.102500      -2267537.245       5008959.839       3221728.754     0.243     2.200    -3.166    0.8602    0.7119 -159.2832         0.8390        -4.4699         2.9439        -0.1659         2.8982         1.5491
     359054.202500      -2267537.224       5008960.059       3221728.438     0.250     2.207    -3.171    0.8256    0.6368 -159.2639         0.8379        -4.4670         2.9466        -0.1659         2.8983         1.5490
     359054.302500      -2267537.202       5008960.283       3221728.126     0.267     2.204    -3.198    0.8254    0.6112 -159.2741         0.8355        -4.4640         2.9564        -0.1660         2.8987         1.5487
     359054.402500      -2267537.173       5008960.506       3221727.807     0.304     2.221    -3.204    0.7625    0.7003 -159.2540         0.8361        -4.4641         2.9589        -0.1660         2.8989         1.5486
     359054.502500      -2267537.150       5008960.727       3221727.489     0.287     2.208    -3.200    0.7786    0.7019 -159.2297         0.8350        -4.4560         2.9647        -0.1661         2.8991         1.5485
     359054.602500      -2267537.121       5008960.948       3221727.168     0.295     2.221    -3.209    0.8056    0.7970 -159.2290         0.8355        -4.4559         2.9651        -0.1661         2.8992         1.5485
     359054.702500      -2267537.097       5008961.170       3221726.850     0.272     2.212    -3.233    0.8091    0.8137 -159.2403         0.8322        -4.4477         2.9699        -0.1661         2.8993         1.5483
     359054.802500      -2267537.069       5008961.393       3221726.527     0.272     2.238    -3.238    0.7866    0.8292 -159.2306         0.8320        -4.4480         2.9701        -0.1661         2.8993         1.5483
     359054.902500      -2267537.049       5008961.617       3221726.203     0.260     2.249    -3.254    0.7453    0.7633 -159.1885         0.8311        -4.4377         2.9741        -0.1662         2.8996         1.5482
     359055.002500      -2267536.991       5008961.832       3221725.895     0.317     2.247    -3.255    0.7326    0.8160 -159.1032         0.8041        -4.4823         3.0633        -0.1657         2.9011         1.5486
     359055.102500      -2267536.959       5008962.057       3221725.571     0.313     2.258    -3.268    0.8316    0.8758 -159.0214         0.8033        -4.4801         3.0689        -0.1657         2.9012         1.5485
     359055.202500      -2267536.928       5008962.285       3221725.243     0.318     2.294    -3.278    0.8972    0.8489 -158.8948         0.8036        -4.4809         3.0686        -0.1657         2.9012         1.5485
     359055.302500      -2267536.898       5008962.516       3221724.917     0.306     2.310    -3.300    0.9422    0.9033 -158.7388         0.8016        -4.4786         3.0762        -0.1657         2.9014         1.5484
     359055.402500      -2267536.868       5008962.748       3221724.587     0.320     2.308    -3.340    1.0075    0.7711 -158.5843         0.7999        -4.4784         3.0788        -0.1657         2.9015         1.5483
     359055.502500      -2267536.834       5008962.980       3221724.253     0.338     2.331    -3.364    1.0432    0.7446 -158.3633         0.7996        -4.4787         3.0787        -0.1657         2.9015         1.5483
     359055.602500      -2267536.799       5008963.214       3221723.917     0.385     2.357    -3.375    1.0695    0.6736 -158.0985         0.7987        -4.4779         3.0800        -0.1657         2.9015         1.5482
     359055.702500      -2267536.758       5008963.453       3221723.580     0.431     2.410    -3.382    1.0084    0.7381 -157.7896         0.7985        -4.4776         3.0815        -0.1657         2.9015         1.5482
     359055.802500      -2267536.714       5008963.696       3221723.243     0.447     2.430    -3.370    0.9062    0.7056 -157.4539         0.7969        -4.4796         3.0810        -0.1657         2.9015         1.5482
     359055.902500      -2267536.669       5008963.939       3221722.907     0.445     2.441    -3.374    0.8581    0.6668 -157.0278         0.7968        -4.4805         3.0807        -0.1657         2.9015         1.5482
     359056.002500      -2267536.564       5008964.231       3221722.559     0.474     2.444    -3.391    0.7635    0.5774 -156.4811         0.8491        -4.5980         3.2365        -0.1658         2.8992         1.5477
     359056.102500      -2267536.514       5008964.476       3221722.221     0.553     2.452    -3.373    0.7100    0.3540 -155.8912         0.8494        -4.5988         3.2348        -0.1658         2.8992         1.5477
     359056.202500      -2267536.456       5008964.722       3221721.885     0.621     2.478    -3.347    0.6884    0.3092 -155.2645         0.8496        -4.5995         3.2324        -0.1658         2.8992         1.5477
     359056.302500      -2267536.388       5008964.969       3221721.551     0.725     2.472    -3.317    0.7196    0.3793 -154.6593         0.8501        -4.6001         3.2304        -0.1658         2.8992         1.5478
     359056.402500      -2267536.314       5008965.217       3221721.219     0.738     2.478    -3.314    0.8219    0.4644 -154.0601         0.8503        -4.6009         3.2285        -0.1658         2.8992         1.5477
     359056.502500      -2267536.240       5008965.467       3221720.888     0.744     2.508    -3.324    0.8650    0.4604 -153.4092         0.8503        -4.6016         3.2269        -0.1658         2.8992         1.5477
     359056.602500      -2267536.164       5008965.719       3221720.556     0.780     2.518    -3.312    0.8821    0.3462 -152.6761         0.8510        -4.6034         3.2242        -0.1658         2.8992         1.5477
     359056.702500      -2267536.084       5008965.971       3221720.225     0.840     2.526    -3.296    0.9380    0.1521 -151.8852         0.8517        -4.6058         3.2186        -0.1658         2.8992         1.5477
     359056.802500      -2267535.994       5008966.226       3221719.898     0.944     2.553    -3.254    0.9456    0.1166 -151.0436         0.8531        -4.6094         3.2098        -0.1658         2.8992         1.5477
     359056.902500      -2267535.895       5008966.484       3221719.576     1.015     2.575    -3.208    0.9783    0.1335 -150.1335         0.8552        -4.6156         3.1979        -0.1658         2.8993         1.5476
     359057.002500      -2267535.847       5008966.708       3221719.193     1.056     2.587    -3.221    0.9909    0.0903 -149.1729         0.9062        -4.4530         2.9961        -0.1657         2.9051         1.5487
     359057.102500      -2267535.736       5008966.970       3221718.875     1.124     2.596    -3.198    0.8607    0.2008 -148.1307         0.9088        -4.4625         2.9510        -0.1657         2.9052         1.5485
     359057.202500      -2267535.622       5008967.231       3221718.558     1.173     2.613    -3.165    0.8079    0.0695 -147.1415         0.9103        -4.4671         2.9351        -0.1658         2.9054         1.5484
     359057.302500      -2267535.502       5008967.497       3221718.248     1.233     2.614    -3.126    0.7773    0.0103 -146.1803         0.9132        -4.4739         2.9174        -0.1658         2.9059         1.5481
     359057.402500      -2267535.375       5008967.760       3221717.940     1.304     2.606    -3.077    0.7562   -0.0167 -145.2007         0.9150        -4.4795         2.8955        -0.1658         2.9060         1.5480
     359057.502500      -2267535.241       5008968.024       3221717.637     1.377     2.615    -3.024    0.7055   -0.0247 -144.2085         0.9169        -4.4847         2.8730        -0.1658         2.9062         1.5479
     359057.602500      -2267535.102       5008968.287       3221717.338     1.404     2.598    -3.003    0.6829   -0.0936 -143.2097         0.9184        -4.4920         2.8436        -0.1658         2.9063         1.5478
     359057.702500      -2267534.957       5008968.545       3221717.043     1.516     2.557    -2.924    0.7593   -0.0870 -142.2448         0.9182        -4.4940         2.8328        -0.1659         2.9064         1.5477
     359057.802500      -2267534.803       5008968.801       3221716.755     1.543     2.563    -2.860    0.8690   -0.0154 -141.3172         0.9184        -4.4945         2.8316        -0.1659         2.9064         1.5477
     359057.902500      -2267534.644       5008969.060       3221716.474     1.617     2.579    -2.801    0.8974    0.0777 -140.3061         0.9191        -4.4983         2.8198        -0.1659         2.9065         1.5476
     359058.002500      -2267534.538       5008969.306       3221716.173     1.621     2.563    -2.788    0.8634    0.1487 -139.3222         0.9576        -4.3486         2.6555        -0.1656         2.9113         1.5473
     359058.102500      -2267534.375       5008969.564       3221715.901     1.673     2.543    -2.731    0.8497    0.1322 -138.3852         0.9592        -4.3576         2.6092        -0.1657         2.9115         1.5471
     359058.202500      -2267534.205       5008969.819       3221715.633     1.733     2.535    -2.656    0.8632    0.1909 -137.4387         0.9598        -4.3603         2.5985        -0.1657         2.9116         1.5470
     359058.302500      -2267534.032       5008970.074       3221715.370     1.750     2.540    -2.625    0.7978    0.2495 -136.4897         0.9610        -4.3680         2.5506        -0.1657         2.9115         1.5470
     359058.402500      -2267533.855       5008970.328       3221715.110     1.812     2.544    -2.566    0.6601    0.2318 -135.5507         0.9609        -4.3688         2.5460        -0.1657         2.9114         1.5470
     359058.502500      -2267533.672       5008970.580       3221714.855     1.848     2.490    -2.520    0.5531    0.2234 -134.6449         0.9610        -4.3693         2.5422        -0.1656         2.9113         1.5470
     359058.602500      -2267533.484       5008970.827       3221714.606     1.883     2.455    -2.464    0.5600    0.2938 -133.7463         0.9607        -4.3696         2.5396        -0.1656         2.9113         1.5470
     359058.702500      -2267533.297       5008971.072       3221714.360     1.877     2.449    -2.449    0.5773    0.1397 -132.8268         0.9608        -4.3716         2.5310        -0.1656         2.9112         1.5470
     359058.802500      -2267533.107       5008971.317       3221714.117     1.915     2.453    -2.415    0.5580   -0.0105 -131.9116         0.9606        -4.3724         2.5276        -0.1656         2.9111         1.5470
     359058.902500      -2267532.911       5008971.562       3221713.880     1.987     2.427    -2.339    0.4741   -0.1216 -131.0404         0.9606        -4.3717         2.5318        -0.1656         2.9112         1.5470
     359059.002500      -2267532.701       5008971.768       3221713.626     2.006     2.388    -2.291    0.4756   -0.2355 -130.1588         0.9413        -4.3878         2.5055        -0.1644         2.9192         1.5484
     359059.102500      -2267532.499       5008972.005       3221713.401     2.044     2.349    -2.228    0.5541   -0.2775 -129.2499         0.9415        -4.3883         2.5012        -0.1644         2.9191         1.5484
     359059.202500      -2267532.291       5008972.239       3221713.183     2.105     2.342    -2.154    0.6537   -0.2191 -128.3832         0.9414        -4.3890         2.4990        -0.1644         2.9191         1.5484
     359059.302500      -2267532.078       5008972.474       3221712.970     2.145     2.345    -2.112    0.6630   -0.1202 -127.5493         0.9416        -4.3893         2.4983        -0.1644         2.9192         1.5483
     359059.402500      -2267531.864       5008972.710       3221712.765     2.175     2.326    -2.056    0.6433   -0.0800 -126.7031         0.9403        -4.3962         2.4736        -0.1648         2.9189         1.5481
     359059.502500      -2267531.647       5008972.942       3221712.559     2.160     2.311    -2.084    0.6302   -0.0875 -125.8689         0.9404        -4.3963         2.4732        -0.1649         2.9189         1.5481
     359059.602500      -2267531.431       5008973.171       3221712.351     2.170     2.288    -2.055    0.6062   -0.2970 -125.1721         0.9404        -4.3963         2.4736        -0.1649         2.9189         1.5481
     359059.702500      -2267531.213       5008973.399       3221712.149     2.181     2.285    -1.991    0.6384   -0.3710 -124.5625         0.9407        -4.3957         2.4771        -0.1648         2.9190         1.5481
     359059.802500      -2267530.994       5008973.629       3221711.952     2.214     2.304    -1.928    0.6811   -0.5079 -123.9272         0.9405        -4.3958         2.4771        -0.1648         2.9190         1.5481
     359059.902500      -2267530.770       5008973.859       3221711.762     2.268     2.287    -1.873    0.6613   -0.4490 -123.2807         0.9413        -4.3938         2.4894        -0.1647         2.9194         1.5481
     359060.002500      -2267530.557       5008974.075       3221711.562     2.326     2.273    -1.862    0.6766   -0.3844 -122.7376         0.9678        -4.3467         2.4362        -0.1618         2.9305         1.5481
     359060.102500      -2267530.322       5008974.301       3221711.377     2.377     2.281    -1.855    0.7701   -0.1699 -122.1935         0.9683        -4.3461         2.4395        -0.1618         2.9305         1.5481
     359060.202500      -2267530.084       5008974.528       3221711.189     2.365     2.254    -1.913    0.9167   -0.1256 -121.6323         0.9684        -4.3456         2.4457        -0.1618         2.9307         1.5481
     359060.302500      -2267529.846       5008974.755       3221710.997     2.388     2.294    -1.911    1.0160   -0.2560 -121.0460         0.9688        -4.3452         2.4503        -0.1617         2.9308         1.5481
     359060.402500      -2267529.606       5008974.987       3221710.807     2.415     2.349    -1.873    1.0079   -0.3498 -120.4875         0.9689        -4.3450         2.4512        -0.1617         2.9308         1.5481
     359060.502500      -2267529.363       5008975.222       3221710.622     2.473     2.355    -1.824    0.9776   -0.4627 -119.9558         0.9691        -4.3448         2.4541        -0.1617         2.9308         1.5481
     359060.602500      -2267529.113       5008975.457       3221710.441     2.523     2.345    -1.795    0.9173   -0.4336 -119.3731         0.9689        -4.3452         2.4526        -0.1616         2.9307         1.5481
     359060.702500      -2267528.858       5008975.690       3221710.262     2.574     2.323    -1.761    0.9100   -0.3599 -118.7973         0.9690        -4.3448         2.4575        -0.1616         2.9309         1.5481
     359060.802500      -2267528.599       5008975.924       3221710.088     2.614     2.327    -1.740    0.9052   -0.2662 -118.2669         0.9685        -4.3468         2.4524        -0.1617         2.9307         1.5481
     359060.902500      -2267528.336       5008976.158       3221709.915     2.633     2.336    -1.742    0.8432   -0.1693 -117.7023         0.9682        -4.3477         2.4537        -0.1617         2.9307         1.5480
